"Point","lat","lon","lat.1","lon.1","Location","des","latlon.x","latlon.y"
"24",6.88758993148804,79.8670196533203,6.88785982131958,79.8667984008789,384,385,"6.88758993148804+79.8670196533203","6.88785982131958+79.8667984008789"
"24",6.88785982131958,79.8667984008789,6.88823986053467,79.8665313720703,385,386,"6.88785982131958+79.8667984008789","6.88823986053467+79.8665313720703"
"24",6.88823986053467,79.8665313720703,6.88813972473145,79.8647308349609,386,387,"6.88823986053467+79.8665313720703","6.88813972473145+79.8647308349609"
"24",6.88813972473145,79.8647308349609,6.88805961608887,79.864616394043,387,388,"6.88813972473145+79.8647308349609","6.88805961608887+79.864616394043"
"24",6.88805961608887,79.864616394043,6.88797998428345,79.8645248413086,388,389,"6.88805961608887+79.864616394043","6.88797998428345+79.8645248413086"
"24",6.88797998428345,79.8645248413086,6.8878698348999,79.8644790649414,389,390,"6.88797998428345+79.8645248413086","6.8878698348999+79.8644790649414"
"24",6.8878698348999,79.8644790649414,6.88776969909668,79.8644485473633,390,391,"6.8878698348999+79.8644790649414","6.88776969909668+79.8644485473633"
"24",6.88776969909668,79.8644485473633,6.88751983642578,79.8645095825195,391,392,"6.88776969909668+79.8644485473633","6.88751983642578+79.8645095825195"
"24",6.88751983642578,79.8645095825195,6.88727998733521,79.8646545410156,392,393,"6.88751983642578+79.8645095825195","6.88727998733521+79.8646545410156"
"24",6.88727998733521,79.8646545410156,6.88710975646973,79.8647689819336,393,394,"6.88727998733521+79.8646545410156","6.88710975646973+79.8647689819336"
"24",6.88710975646973,79.8647689819336,6.88678979873657,79.8649749755859,394,395,"6.88710975646973+79.8647689819336","6.88678979873657+79.8649749755859"
"24",6.88678979873657,79.8649749755859,6.88607978820801,79.8655090332031,395,396,"6.88678979873657+79.8649749755859","6.88607978820801+79.8655090332031"
"24",6.88607978820801,79.8655090332031,6.88590002059937,79.8656997680664,396,397,"6.88607978820801+79.8655090332031","6.88590002059937+79.8656997680664"
"24",6.88590002059937,79.8656997680664,6.88570976257324,79.8659515380859,397,398,"6.88590002059937+79.8656997680664","6.88570976257324+79.8659515380859"
"24",6.88570976257324,79.8659515380859,6.88551998138428,79.8662261962891,398,399,"6.88570976257324+79.8659515380859","6.88551998138428+79.8662261962891"
"24",6.88551998138428,79.8662261962891,6.88501977920532,79.8669662475586,399,400,"6.88551998138428+79.8662261962891","6.88501977920532+79.8669662475586"
"24",6.88501977920532,79.8669662475586,6.88482999801636,79.8672485351562,400,401,"6.88501977920532+79.8669662475586","6.88482999801636+79.8672485351562"
"24",6.88482999801636,79.8672485351562,6.88459968566895,79.8675079345703,401,402,"6.88482999801636+79.8672485351562","6.88459968566895+79.8675079345703"
"24",6.88459968566895,79.8675079345703,6.88427972793579,79.867790222168,402,403,"6.88459968566895+79.8675079345703","6.88427972793579+79.867790222168"
"24",6.88427972793579,79.867790222168,6.88383960723877,79.8681488037109,403,404,"6.88427972793579+79.867790222168","6.88383960723877+79.8681488037109"
"24",6.88383960723877,79.8681488037109,6.88366985321045,79.868278503418,404,405,"6.88383960723877+79.8681488037109","6.88366985321045+79.868278503418"
"24",6.88366985321045,79.868278503418,6.88298988342285,79.8689117431641,405,406,"6.88366985321045+79.868278503418","6.88298988342285+79.8689117431641"
"24",6.88298988342285,79.8689117431641,6.88290977478027,79.8689575195312,406,407,"6.88298988342285+79.8689117431641","6.88290977478027+79.8689575195312"
"24",6.88290977478027,79.8689575195312,6.88298988342285,79.8690567016602,407,408,"6.88290977478027+79.8689575195312","6.88298988342285+79.8690567016602"
"24",6.88298988342285,79.8690567016602,6.88313961029053,79.8692474365234,408,409,"6.88298988342285+79.8690567016602","6.88313961029053+79.8692474365234"
"24",6.88313961029053,79.8692474365234,6.88332986831665,79.8694610595703,409,410,"6.88313961029053+79.8692474365234","6.88332986831665+79.8694610595703"
"24",6.88332986831665,79.8694610595703,6.88337993621826,79.8695602416992,410,411,"6.88332986831665+79.8694610595703","6.88337993621826+79.8695602416992"
"24",6.88337993621826,79.8695602416992,6.88339996337891,79.8696670532227,411,412,"6.88337993621826+79.8695602416992","6.88339996337891+79.8696670532227"
"24",6.88339996337891,79.8696670532227,6.88340997695923,79.8699264526367,412,413,"6.88339996337891+79.8696670532227","6.88340997695923+79.8699264526367"
"24",6.88340997695923,79.8699264526367,6.88339996337891,79.8701858520508,413,414,"6.88340997695923+79.8699264526367","6.88339996337891+79.8701858520508"
"24",6.88339996337891,79.8701858520508,6.88336992263794,79.8705291748047,414,415,"6.88339996337891+79.8701858520508","6.88336992263794+79.8705291748047"
"24",6.88336992263794,79.8705291748047,6.88336992263794,79.8705291748047,415,416,"6.88336992263794+79.8705291748047","6.88336992263794+79.8705291748047"
"25",6.88336992263794,79.8705291748047,6.88339996337891,79.8701858520508,416,417,"6.88336992263794+79.8705291748047","6.88339996337891+79.8701858520508"
"25",6.88339996337891,79.8701858520508,6.88340997695923,79.8699264526367,417,418,"6.88339996337891+79.8701858520508","6.88340997695923+79.8699264526367"
"25",6.88340997695923,79.8699264526367,6.88339996337891,79.8696670532227,418,419,"6.88340997695923+79.8699264526367","6.88339996337891+79.8696670532227"
"25",6.88339996337891,79.8696670532227,6.88337993621826,79.8695602416992,419,420,"6.88339996337891+79.8696670532227","6.88337993621826+79.8695602416992"
"25",6.88337993621826,79.8695602416992,6.88332986831665,79.8694610595703,420,421,"6.88337993621826+79.8695602416992","6.88332986831665+79.8694610595703"
"25",6.88332986831665,79.8694610595703,6.88313961029053,79.8692474365234,421,422,"6.88332986831665+79.8694610595703","6.88313961029053+79.8692474365234"
"25",6.88313961029053,79.8692474365234,6.88298988342285,79.8690567016602,422,423,"6.88313961029053+79.8692474365234","6.88298988342285+79.8690567016602"
"25",6.88298988342285,79.8690567016602,6.88290977478027,79.8689575195312,423,424,"6.88298988342285+79.8690567016602","6.88290977478027+79.8689575195312"
"25",6.88290977478027,79.8689575195312,6.88258981704712,79.869255065918,424,425,"6.88290977478027+79.8689575195312","6.88258981704712+79.869255065918"
"25",6.88258981704712,79.869255065918,6.88220977783203,79.8695449829102,425,426,"6.88258981704712+79.869255065918","6.88220977783203+79.8695449829102"
"25",6.88220977783203,79.8695449829102,6.88208961486816,79.8696594238281,426,427,"6.88220977783203+79.8695449829102","6.88208961486816+79.8696594238281"
"25",6.88208961486816,79.8696594238281,6.88203001022339,79.8697204589844,427,428,"6.88208961486816+79.8696594238281","6.88203001022339+79.8697204589844"
"25",6.88203001022339,79.8697204589844,6.88186979293823,79.8697891235352,428,429,"6.88203001022339+79.8697204589844","6.88186979293823+79.8697891235352"
"25",6.88186979293823,79.8697891235352,6.88184976577759,79.8698043823242,429,430,"6.88186979293823+79.8697891235352","6.88184976577759+79.8698043823242"
"25",6.88184976577759,79.8698043823242,6.88181972503662,79.8698501586914,430,431,"6.88184976577759+79.8698043823242","6.88181972503662+79.8698501586914"
"25",6.88181972503662,79.8698501586914,6.88174962997437,79.8698654174805,431,432,"6.88181972503662+79.8698501586914","6.88174962997437+79.8698654174805"
"25",6.88174962997437,79.8698654174805,6.88173961639404,79.8698959350586,432,433,"6.88174962997437+79.8698654174805","6.88173961639404+79.8698959350586"
"25",6.88173961639404,79.8698959350586,6.88165998458862,79.8699798583984,433,434,"6.88173961639404+79.8698959350586","6.88165998458862+79.8699798583984"
"25",6.88165998458862,79.8699798583984,6.8813099861145,79.8701553344727,434,435,"6.88165998458862+79.8699798583984","6.8813099861145+79.8701553344727"
"25",6.8813099861145,79.8701553344727,6.88125991821289,79.8701705932617,435,436,"6.8813099861145+79.8701553344727","6.88125991821289+79.8701705932617"
"25",6.88125991821289,79.8701705932617,6.88122987747192,79.8701553344727,436,437,"6.88125991821289+79.8701705932617","6.88122987747192+79.8701553344727"
"25",6.88122987747192,79.8701553344727,6.88095998764038,79.8702697753906,437,438,"6.88122987747192+79.8701553344727","6.88095998764038+79.8702697753906"
"25",6.88095998764038,79.8702697753906,6.88029003143311,79.8705978393555,438,439,"6.88095998764038+79.8702697753906","6.88029003143311+79.8705978393555"
"25",6.88029003143311,79.8705978393555,6.87934970855713,79.8711013793945,439,440,"6.88029003143311+79.8705978393555","6.87934970855713+79.8711013793945"
"25",6.87934970855713,79.8711013793945,6.87898969650269,79.8712768554688,440,441,"6.87934970855713+79.8711013793945","6.87898969650269+79.8712768554688"
"25",6.87898969650269,79.8712768554688,6.8788800239563,79.8713607788086,441,442,"6.87898969650269+79.8712768554688","6.8788800239563+79.8713607788086"
"25",6.8788800239563,79.8713607788086,6.87865972518921,79.8716201782227,442,443,"6.8788800239563+79.8713607788086","6.87865972518921+79.8716201782227"
"25",6.87865972518921,79.8716201782227,6.87857961654663,79.8717803955078,443,444,"6.87865972518921+79.8716201782227","6.87857961654663+79.8717803955078"
"25",6.87857961654663,79.8717803955078,6.87857961654663,79.8717880249023,444,445,"6.87857961654663+79.8717803955078","6.87857961654663+79.8717880249023"
"25",6.87857961654663,79.8717880249023,6.87853002548218,79.8720550537109,445,446,"6.87857961654663+79.8717880249023","6.87853002548218+79.8720550537109"
"25",6.87853002548218,79.8720550537109,6.87853002548218,79.8724060058594,446,447,"6.87853002548218+79.8720550537109","6.87853002548218+79.8724060058594"
"25",6.87853002548218,79.8724060058594,6.87856960296631,79.8727264404297,447,448,"6.87853002548218+79.8724060058594","6.87856960296631+79.8727264404297"
"25",6.87856960296631,79.8727264404297,6.87789964675903,79.8729400634766,448,449,"6.87856960296631+79.8727264404297","6.87789964675903+79.8729400634766"
"25",6.87789964675903,79.8729400634766,6.87751960754395,79.8731002807617,449,450,"6.87789964675903+79.8729400634766","6.87751960754395+79.8731002807617"
"25",6.87751960754395,79.8731002807617,6.87705993652344,79.8733062744141,450,451,"6.87751960754395+79.8731002807617","6.87705993652344+79.8733062744141"
"25",6.87705993652344,79.8733062744141,6.87689971923828,79.8733673095703,451,452,"6.87705993652344+79.8733062744141","6.87689971923828+79.8733673095703"
"25",6.87689971923828,79.8733673095703,6.8768196105957,79.8730316162109,452,453,"6.87689971923828+79.8733673095703","6.8768196105957+79.8730316162109"
"25",6.8768196105957,79.8730316162109,6.87674999237061,79.8726806640625,453,454,"6.8768196105957+79.8730316162109","6.87674999237061+79.8726806640625"
"25",6.87674999237061,79.8726806640625,6.87704992294312,79.8725891113281,454,455,"6.87674999237061+79.8726806640625","6.87704992294312+79.8725891113281"
"25",6.87704992294312,79.8725891113281,6.87723970413208,79.8724594116211,455,456,"6.87704992294312+79.8725891113281","6.87723970413208+79.8724594116211"
"25",6.87723970413208,79.8724594116211,6.87746000289917,79.8722610473633,456,457,"6.87723970413208+79.8724594116211","6.87746000289917+79.8722610473633"
"25",6.87746000289917,79.8722610473633,6.87749004364014,79.8722381591797,457,458,"6.87746000289917+79.8722610473633","6.87749004364014+79.8722381591797"
"25",6.87749004364014,79.8722381591797,6.87749004364014,79.8722381591797,458,459,"6.87749004364014+79.8722381591797","6.87749004364014+79.8722381591797"
"26",6.87749004364014,79.8722381591797,6.87768983840942,79.8721389770508,459,460,"6.87749004364014+79.8722381591797","6.87768983840942+79.8721389770508"
"26",6.87768983840942,79.8721389770508,6.87821960449219,79.8719863891602,460,461,"6.87768983840942+79.8721389770508","6.87821960449219+79.8719863891602"
"26",6.87821960449219,79.8719863891602,6.87824964523315,79.8720397949219,461,462,"6.87821960449219+79.8719863891602","6.87824964523315+79.8720397949219"
"26",6.87824964523315,79.8720397949219,6.87843990325928,79.8720397949219,462,463,"6.87824964523315+79.8720397949219","6.87843990325928+79.8720397949219"
"26",6.87843990325928,79.8720397949219,6.87853002548218,79.8720550537109,463,464,"6.87843990325928+79.8720397949219","6.87853002548218+79.8720550537109"
"26",6.87853002548218,79.8720550537109,6.87852001190186,79.8721313476562,464,465,"6.87853002548218+79.8720550537109","6.87852001190186+79.8721313476562"
"26",6.87852001190186,79.8721313476562,6.87852001190186,79.872314453125,465,466,"6.87852001190186+79.8721313476562","6.87852001190186+79.872314453125"
"26",6.87852001190186,79.872314453125,6.87855958938599,79.8726348876953,466,467,"6.87852001190186+79.872314453125","6.87855958938599+79.8726348876953"
"26",6.87855958938599,79.8726348876953,6.87866973876953,79.8732681274414,467,468,"6.87855958938599+79.8726348876953","6.87866973876953+79.8732681274414"
"26",6.87866973876953,79.8732681274414,6.87877988815308,79.8731384277344,468,469,"6.87866973876953+79.8732681274414","6.87877988815308+79.8731384277344"
"26",6.87877988815308,79.8731384277344,6.87885999679565,79.8729858398438,469,470,"6.87877988815308+79.8731384277344","6.87885999679565+79.8729858398438"
"26",6.87885999679565,79.8729858398438,6.87908983230591,79.8728256225586,470,471,"6.87885999679565+79.8729858398438","6.87908983230591+79.8728256225586"
"26",6.87908983230591,79.8728256225586,6.87960004806519,79.8723907470703,471,472,"6.87908983230591+79.8728256225586","6.87960004806519+79.8723907470703"
"26",6.87960004806519,79.8723907470703,6.87990999221802,79.8720550537109,472,473,"6.87960004806519+79.8723907470703","6.87990999221802+79.8720550537109"
"26",6.87990999221802,79.8720550537109,6.88009977340698,79.8718948364258,473,474,"6.87990999221802+79.8720550537109","6.88009977340698+79.8718948364258"
"26",6.88009977340698,79.8718948364258,6.88042974472046,79.8716201782227,474,475,"6.88009977340698+79.8718948364258","6.88042974472046+79.8716201782227"
"26",6.88042974472046,79.8716201782227,6.88062000274658,79.8715362548828,475,476,"6.88042974472046+79.8716201782227","6.88062000274658+79.8715362548828"
"26",6.88062000274658,79.8715362548828,6.88094997406006,79.8714599609375,476,477,"6.88062000274658+79.8715362548828","6.88094997406006+79.8714599609375"
"26",6.88094997406006,79.8714599609375,6.88150978088379,79.871337890625,477,478,"6.88094997406006+79.8714599609375","6.88150978088379+79.871337890625"
"26",6.88150978088379,79.871337890625,6.88156986236572,79.8715209960938,478,479,"6.88150978088379+79.871337890625","6.88156986236572+79.8715209960938"
"26",6.88156986236572,79.8715209960938,6.88157987594604,79.8716659545898,479,480,"6.88156986236572+79.8715209960938","6.88157987594604+79.8716659545898"
"26",6.88157987594604,79.8716659545898,6.88158988952637,79.8718643188477,480,481,"6.88157987594604+79.8716659545898","6.88158988952637+79.8718643188477"
"26",6.88158988952637,79.8718643188477,6.88154983520508,79.8722686767578,481,482,"6.88158988952637+79.8718643188477","6.88154983520508+79.8722686767578"
"26",6.88154983520508,79.8722686767578,6.88150978088379,79.8726272583008,482,483,"6.88154983520508+79.8722686767578","6.88150978088379+79.8726272583008"
"26",6.88150978088379,79.8726272583008,6.88148975372314,79.8730697631836,483,484,"6.88150978088379+79.8726272583008","6.88148975372314+79.8730697631836"
"26",6.88148975372314,79.8730697631836,6.88140964508057,79.8737258911133,484,485,"6.88148975372314+79.8730697631836","6.88140964508057+79.8737258911133"
"26",6.88140964508057,79.8737258911133,6.88128995895386,79.874870300293,485,486,"6.88140964508057+79.8737258911133","6.88128995895386+79.874870300293"
"26",6.88128995895386,79.874870300293,6.88059997558594,79.874885559082,486,487,"6.88128995895386+79.874870300293","6.88059997558594+79.874885559082"
"26",6.88059997558594,79.874885559082,6.88037967681885,79.874870300293,487,488,"6.88059997558594+79.874885559082","6.88037967681885+79.874870300293"
"26",6.88037967681885,79.874870300293,6.88022994995117,79.8748550415039,488,489,"6.88037967681885+79.874870300293","6.88022994995117+79.8748550415039"
"26",6.88022994995117,79.8748550415039,6.88007974624634,79.8748092651367,489,490,"6.88022994995117+79.8748550415039","6.88007974624634+79.8748092651367"
"26",6.88007974624634,79.8748092651367,6.87971973419189,79.8747100830078,490,491,"6.88007974624634+79.8748092651367","6.87971973419189+79.8747100830078"
"26",6.87971973419189,79.8747100830078,6.87857961654663,79.8745346069336,491,492,"6.87971973419189+79.8747100830078","6.87857961654663+79.8745346069336"
"26",6.87857961654663,79.8745346069336,6.87864971160889,79.8740310668945,492,493,"6.87857961654663+79.8745346069336","6.87864971160889+79.8740310668945"
"26",6.87864971160889,79.8740310668945,6.87865972518921,79.8736953735352,493,494,"6.87864971160889+79.8740310668945","6.87865972518921+79.8736953735352"
"26",6.87865972518921,79.8736953735352,6.87865972518921,79.8736801147461,494,495,"6.87865972518921+79.8736953735352","6.87865972518921+79.8736801147461"
"26",6.87865972518921,79.8736801147461,6.87836980819702,79.8737182617188,495,496,"6.87865972518921+79.8736801147461","6.87836980819702+79.8737182617188"
"26",6.87836980819702,79.8737182617188,6.87836980819702,79.8737182617188,496,497,"6.87836980819702+79.8737182617188","6.87836980819702+79.8737182617188"
"27",6.87836980819702,79.8737182617188,6.87865972518921,79.8736801147461,497,498,"6.87836980819702+79.8737182617188","6.87865972518921+79.8736801147461"
"27",6.87865972518921,79.8736801147461,6.87865972518921,79.8736267089844,498,499,"6.87865972518921+79.8736801147461","6.87865972518921+79.8736267089844"
"27",6.87865972518921,79.8736267089844,6.87863969802856,79.873420715332,499,500,"6.87865972518921+79.8736267089844","6.87863969802856+79.873420715332"
"27",6.87863969802856,79.873420715332,6.87848997116089,79.8726577758789,500,501,"6.87863969802856+79.873420715332","6.87848997116089+79.8726577758789"
"27",6.87848997116089,79.8726577758789,6.87843990325928,79.8724517822266,501,502,"6.87848997116089+79.8726577758789","6.87843990325928+79.8724517822266"
"27",6.87843990325928,79.8724517822266,6.87838983535767,79.8723983764648,502,503,"6.87843990325928+79.8724517822266","6.87838983535767+79.8723983764648"
"27",6.87838983535767,79.8723983764648,6.87836980819702,79.8723602294922,503,504,"6.87838983535767+79.8723983764648","6.87836980819702+79.8723602294922"
"27",6.87836980819702,79.8723602294922,6.87832975387573,79.8722610473633,504,505,"6.87836980819702+79.8723602294922","6.87832975387573+79.8722610473633"
"27",6.87832975387573,79.8722610473633,6.87824964523315,79.8720397949219,505,506,"6.87832975387573+79.8722610473633","6.87824964523315+79.8720397949219"
"27",6.87824964523315,79.8720397949219,6.87843990325928,79.8720397949219,506,507,"6.87824964523315+79.8720397949219","6.87843990325928+79.8720397949219"
"27",6.87843990325928,79.8720397949219,6.87853002548218,79.8720550537109,507,508,"6.87843990325928+79.8720397949219","6.87853002548218+79.8720550537109"
"27",6.87853002548218,79.8720550537109,6.87852001190186,79.8721313476562,508,509,"6.87853002548218+79.8720550537109","6.87852001190186+79.8721313476562"
"27",6.87852001190186,79.8721313476562,6.87852001190186,79.872314453125,509,510,"6.87852001190186+79.8721313476562","6.87852001190186+79.872314453125"
"27",6.87852001190186,79.872314453125,6.87855958938599,79.8726348876953,510,511,"6.87852001190186+79.872314453125","6.87855958938599+79.8726348876953"
"27",6.87855958938599,79.8726348876953,6.87866973876953,79.8732681274414,511,512,"6.87855958938599+79.8726348876953","6.87866973876953+79.8732681274414"
"27",6.87866973876953,79.8732681274414,6.87873983383179,79.8737945556641,512,513,"6.87866973876953+79.8732681274414","6.87873983383179+79.8737945556641"
"27",6.87873983383179,79.8737945556641,6.87873983383179,79.8739013671875,513,514,"6.87873983383179+79.8737945556641","6.87873983383179+79.8739013671875"
"27",6.87873983383179,79.8739013671875,6.87881994247437,79.8739242553711,514,515,"6.87873983383179+79.8739013671875","6.87881994247437+79.8739242553711"
"27",6.87881994247437,79.8739242553711,6.87890958786011,79.8739776611328,515,516,"6.87881994247437+79.8739242553711","6.87890958786011+79.8739776611328"
"27",6.87890958786011,79.8739776611328,6.87911987304688,79.8740768432617,516,517,"6.87890958786011+79.8739776611328","6.87911987304688+79.8740768432617"
"27",6.87911987304688,79.8740768432617,6.87950992584229,79.8741455078125,517,518,"6.87911987304688+79.8740768432617","6.87950992584229+79.8741455078125"
"27",6.87950992584229,79.8741455078125,6.87953996658325,79.8741455078125,518,519,"6.87950992584229+79.8741455078125","6.87953996658325+79.8741455078125"
"27",6.87953996658325,79.8741455078125,6.8795599937439,79.8741073608398,519,520,"6.87953996658325+79.8741455078125","6.8795599937439+79.8741073608398"
"27",6.8795599937439,79.8741073608398,6.87961006164551,79.8739700317383,520,521,"6.8795599937439+79.8741073608398","6.87961006164551+79.8739700317383"
"27",6.87961006164551,79.8739700317383,6.87963962554932,79.8739471435547,521,522,"6.87961006164551+79.8739700317383","6.87963962554932+79.8739471435547"
"27",6.87963962554932,79.8739471435547,6.87966966629028,79.8739242553711,522,523,"6.87963962554932+79.8739471435547","6.87966966629028+79.8739242553711"
"27",6.87966966629028,79.8739242553711,6.87966966629028,79.8739242553711,523,524,"6.87966966629028+79.8739242553711","6.87966966629028+79.8739242553711"
"28",6.87966966629028,79.8739242553711,6.87960004806519,79.8739852905273,524,525,"6.87966966629028+79.8739242553711","6.87960004806519+79.8739852905273"
"28",6.87960004806519,79.8739852905273,6.87954998016357,79.874137878418,525,526,"6.87960004806519+79.8739852905273","6.87954998016357+79.874137878418"
"28",6.87954998016357,79.874137878418,6.87951993942261,79.8741607666016,526,527,"6.87954998016357+79.874137878418","6.87951993942261+79.8741607666016"
"28",6.87951993942261,79.8741607666016,6.87917995452881,79.8740997314453,527,528,"6.87951993942261+79.8741607666016","6.87917995452881+79.8740997314453"
"28",6.87917995452881,79.8740997314453,6.87890958786011,79.8739776611328,528,529,"6.87917995452881+79.8740997314453","6.87890958786011+79.8739776611328"
"28",6.87890958786011,79.8739776611328,6.87873983383179,79.8739013671875,529,530,"6.87890958786011+79.8739776611328","6.87873983383179+79.8739013671875"
"28",6.87873983383179,79.8739013671875,6.87871980667114,79.8742370605469,530,531,"6.87873983383179+79.8739013671875","6.87871980667114+79.8742370605469"
"28",6.87871980667114,79.8742370605469,6.87868976593018,79.8744277954102,531,532,"6.87871980667114+79.8742370605469","6.87868976593018+79.8744277954102"
"28",6.87868976593018,79.8744277954102,6.87866973876953,79.8745498657227,532,533,"6.87868976593018+79.8744277954102","6.87866973876953+79.8745498657227"
"28",6.87866973876953,79.8745498657227,6.87857961654663,79.8745346069336,533,534,"6.87866973876953+79.8745498657227","6.87857961654663+79.8745346069336"
"28",6.87857961654663,79.8745346069336,6.87841987609863,79.8744659423828,534,535,"6.87857961654663+79.8745346069336","6.87841987609863+79.8744659423828"
"28",6.87841987609863,79.8744659423828,6.8783597946167,79.8744506835938,535,536,"6.87841987609863+79.8744659423828","6.8783597946167+79.8744506835938"
"28",6.8783597946167,79.8744506835938,6.87824964523315,79.8744277954102,536,537,"6.8783597946167+79.8744506835938","6.87824964523315+79.8744277954102"
"28",6.87824964523315,79.8744277954102,6.87797975540161,79.8744964599609,537,538,"6.87824964523315+79.8744277954102","6.87797975540161+79.8744964599609"
"28",6.87797975540161,79.8744964599609,6.87744998931885,79.8746643066406,538,539,"6.87797975540161+79.8744964599609","6.87744998931885+79.8746643066406"
"28",6.87744998931885,79.8746643066406,6.87734985351562,79.8747177124023,539,540,"6.87744998931885+79.8746643066406","6.87734985351562+79.8747177124023"
"28",6.87734985351562,79.8747177124023,6.87727975845337,79.8748016357422,540,541,"6.87734985351562+79.8747177124023","6.87727975845337+79.8748016357422"
"28",6.87727975845337,79.8748016357422,6.87716960906982,79.874870300293,541,542,"6.87727975845337+79.8748016357422","6.87716960906982+79.874870300293"
"28",6.87716960906982,79.874870300293,6.87698984146118,79.8749847412109,542,543,"6.87716960906982+79.874870300293","6.87698984146118+79.8749847412109"
"28",6.87698984146118,79.8749847412109,6.87694978713989,79.8750305175781,543,544,"6.87698984146118+79.8749847412109","6.87694978713989+79.8750305175781"
"28",6.87694978713989,79.8750305175781,6.87673997879028,79.8751754760742,544,545,"6.87694978713989+79.8750305175781","6.87673997879028+79.8751754760742"
"28",6.87673997879028,79.8751754760742,6.87660980224609,79.8752517700195,545,546,"6.87673997879028+79.8751754760742","6.87660980224609+79.8752517700195"
"28",6.87660980224609,79.8752517700195,6.87651968002319,79.8752746582031,546,547,"6.87660980224609+79.8752517700195","6.87651968002319+79.8752746582031"
"28",6.87651968002319,79.8752746582031,6.87644004821777,79.8752899169922,547,548,"6.87651968002319+79.8752746582031","6.87644004821777+79.8752899169922"
"28",6.87644004821777,79.8752899169922,6.87630987167358,79.8752670288086,548,549,"6.87644004821777+79.8752899169922","6.87630987167358+79.8752670288086"
"28",6.87630987167358,79.8752670288086,6.87630987167358,79.8750686645508,549,550,"6.87630987167358+79.8752670288086","6.87630987167358+79.8750686645508"
"28",6.87630987167358,79.8750686645508,6.87631988525391,79.8749847412109,550,551,"6.87630987167358+79.8750686645508","6.87631988525391+79.8749847412109"
"28",6.87631988525391,79.8749847412109,6.87631988525391,79.8749847412109,551,552,"6.87631988525391+79.8749847412109","6.87631988525391+79.8749847412109"
"29",6.87631988525391,79.8749847412109,6.87630987167358,79.8752670288086,552,553,"6.87631988525391+79.8749847412109","6.87630987167358+79.8752670288086"
"29",6.87630987167358,79.8752670288086,6.87649965286255,79.8752899169922,553,554,"6.87630987167358+79.8752670288086","6.87649965286255+79.8752899169922"
"29",6.87649965286255,79.8752899169922,6.8765697479248,79.8752670288086,554,555,"6.87649965286255+79.8752899169922","6.8765697479248+79.8752670288086"
"29",6.8765697479248,79.8752670288086,6.87692975997925,79.8750457763672,555,556,"6.8765697479248+79.8752670288086","6.87692975997925+79.8750457763672"
"29",6.87692975997925,79.8750457763672,6.87698984146118,79.8749847412109,556,557,"6.87692975997925+79.8750457763672","6.87698984146118+79.8749847412109"
"29",6.87698984146118,79.8749847412109,6.87711000442505,79.8749084472656,557,558,"6.87698984146118+79.8749847412109","6.87711000442505+79.8749084472656"
"29",6.87711000442505,79.8749084472656,6.8772497177124,79.8748168945312,558,559,"6.87711000442505+79.8749084472656","6.8772497177124+79.8748168945312"
"29",6.8772497177124,79.8748168945312,6.87739992141724,79.8746871948242,559,560,"6.8772497177124+79.8748168945312","6.87739992141724+79.8746871948242"
"29",6.87739992141724,79.8746871948242,6.87783002853394,79.8745498657227,560,561,"6.87739992141724+79.8746871948242","6.87783002853394+79.8745498657227"
"29",6.87783002853394,79.8745498657227,6.87820959091187,79.8744354248047,561,562,"6.87783002853394+79.8745498657227","6.87820959091187+79.8744354248047"
"29",6.87820959091187,79.8744354248047,6.87832975387573,79.8744354248047,562,563,"6.87820959091187+79.8744354248047","6.87832975387573+79.8744354248047"
"29",6.87832975387573,79.8744354248047,6.87849998474121,79.87451171875,563,564,"6.87832975387573+79.8744354248047","6.87849998474121+79.87451171875"
"29",6.87849998474121,79.87451171875,6.87866973876953,79.8745498657227,564,565,"6.87849998474121+79.87451171875","6.87866973876953+79.8745498657227"
"29",6.87866973876953,79.8745498657227,6.87857961654663,79.8750610351562,565,566,"6.87866973876953+79.8745498657227","6.87857961654663+79.8750610351562"
"29",6.87857961654663,79.8750610351562,6.87850999832153,79.8755111694336,566,567,"6.87857961654663+79.8750610351562","6.87850999832153+79.8755111694336"
"29",6.87850999832153,79.8755111694336,6.87829971313477,79.8765182495117,567,568,"6.87850999832153+79.8755111694336","6.87829971313477+79.8765182495117"
"29",6.87829971313477,79.8765182495117,6.87808990478516,79.8772811889648,568,569,"6.87829971313477+79.8765182495117","6.87808990478516+79.8772811889648"
"29",6.87808990478516,79.8772811889648,6.87785959243774,79.8781814575195,569,570,"6.87808990478516+79.8772811889648","6.87785959243774+79.8781814575195"
"29",6.87785959243774,79.8781814575195,6.87763977050781,79.8790969848633,570,571,"6.87785959243774+79.8781814575195","6.87763977050781+79.8790969848633"
"29",6.87763977050781,79.8790969848633,6.87750005722046,79.8794784545898,571,572,"6.87763977050781+79.8790969848633","6.87750005722046+79.8794784545898"
"29",6.87750005722046,79.8794784545898,6.87738990783691,79.8796691894531,572,573,"6.87750005722046+79.8794784545898","6.87738990783691+79.8796691894531"
"29",6.87738990783691,79.8796691894531,6.87716960906982,79.8799896240234,573,574,"6.87738990783691+79.8796691894531","6.87716960906982+79.8799896240234"
"29",6.87716960906982,79.8799896240234,6.87703990936279,79.8801574707031,574,575,"6.87716960906982+79.8799896240234","6.87703990936279+79.8801574707031"
"29",6.87703990936279,79.8801574707031,6.87686967849731,79.8803253173828,575,576,"6.87703990936279+79.8801574707031","6.87686967849731+79.8803253173828"
